,Searched,City,State,Lat,Lng,Restaurant,Category,Transactions,Category 1,Category 2,Category 3,Vegan Options
6679,"Blendon township, Ohio",Westerville,OH,40.1070938110352,-82.9142074584961,Cakes by Kat Bake Shop,['Desserts'],[],Desserts,,,False
6680,"Blendon township, Ohio",Columbus,OH,40.0673789978027,-83.0230026245117,Angry Wiener,"['Food Trucks', 'Hot Dogs']",[],Food Trucks,Hot Dogs,,False
6681,"Blendon township, Ohio",Columbus,OH,40.0566435,-82.9082839,Coffee Truck,['Coffee & Tea'],[],Coffee & Tea,,,False
6682,"Blendon township, Ohio",Columbus,OH,40.0595626831055,-82.9641952514648,New York Fried Chicken and Pizza,"['Pizza', 'Chicken Wings']","['pickup', 'delivery']",Pizza,Chicken Wings,,False
6683,"Blendon township, Ohio",Gahanna,OH,40.032681168,-82.8894631638,Zone 5 BBQ,"['Food Trucks', 'Barbeque']",[],Food Trucks,Barbeque,,False
6684,"Blendon township, Ohio",Columbus,OH,40.0548592,-82.8649063,Arby's,"['Fast Food', 'Sandwiches']",[],Fast Food,Sandwiches,,False
6685,"Blendon township, Ohio",Westerville,OH,40.112896,-82.927181,Papa John's Pizza,['Pizza'],['delivery'],Pizza,,,False
6686,"Blendon township, Ohio",Columbus,OH,40.0597512,-82.9694755,Jimmy John's,"['Sandwiches', 'Fast Food', 'Delis']",[],Sandwiches,Fast Food,Delis,False
6687,"Blendon township, Ohio",Westerville,OH,40.1289625,-82.9615817,Metzger Park,['Parks'],[],Parks,,,False
6688,"Blendon township, Ohio",Columbus,OH,40.07736,-82.96712,Gabby's Bar,['Sports Bars'],[],Sports Bars,,,False
6689,"Blendon township, Ohio",Westerville,OH,40.109578,-82.922844,Little Caesars Pizza,['Pizza'],[],Pizza,,,False
6690,"Blendon township, Ohio",Columbus,OH,40.05844,-82.917542,Taco Bell,"['Mexican', 'Fast Food']",['delivery'],Mexican,Fast Food,,False
6691,"Blendon township, Ohio",Westerville,OH,40.148997,-82.920127,Jersey Mike's Subs,"['Fast Food', 'Delis', 'Sandwiches']",[],Fast Food,Delis,Sandwiches,False
6692,"Blendon township, Ohio",Westerville,OH,40.0844559583229,-82.9168683663011,Ridgewood Park,['Parks'],[],Parks,,,False
6693,"Blendon township, Ohio",Columbus,OH,40.0230751037598,-82.8732604980469,Wooden Shoe Coffee,"['Coffee & Tea', 'Food Trucks']",[],Coffee & Tea,Food Trucks,,False
6694,"Blendon township, Ohio",Columbus,OH,40.054475,-82.913255,Crimson,['Coffee & Tea'],[],Coffee & Tea,,,False
6695,"Blendon township, Ohio",Columbus,OH,40.0529305612785,-82.9151388024279,Bubbles The Tea & Juice Company,['Bubble Tea'],['delivery'],Bubble Tea,,,False
6696,"Blendon township, Ohio",Columbus,OH,40.0578559557195,-82.923271805048,United Dairy Farmers,"['Grocery', 'Ice Cream & Frozen Yogurt']",['delivery'],Grocery,Ice Cream & Frozen Yogurt,,False
6697,"Blendon township, Ohio",Westerville,OH,40.1122611944981,-82.927141807334,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['pickup', 'delivery']",Fast Food,Chicken Wings,Chicken Shop,False
6698,"Blendon township, Ohio",Columbus,OH,40.083118,-82.925926,Martiny's BBQ,"['Food Trucks', 'Barbeque', 'Sandwiches']",[],Food Trucks,Barbeque,Sandwiches,False
6699,"Blendon township, Ohio",Columbus,OH,40.054967,-82.867799,Papa John's Pizza,['Pizza'],['delivery'],Pizza,,,False
6700,"Blendon township, Ohio",Gahanna,OH,40.05112,-82.8854,Academy Park,['Parks'],[],Parks,,,False
6701,"Blendon township, Ohio",Columbus,OH,40.0528438389301,-82.9194040596485,Burger King,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6702,"Blendon township, Ohio",Columbus,OH,40.0993822,-82.9501928,Fresh Eats Kitchen,"['Salad', 'Juice Bars & Smoothies', 'Sandwiches']",['delivery'],Salad,Juice Bars & Smoothies,Sandwiches,False
6703,"Blendon township, Ohio",Westerville,OH,40.0793553285569,-82.8497521706878,City Barbeque,"['Chicken Wings', 'Pizza', 'Sandwiches']",[],Chicken Wings,Pizza,Sandwiches,False
6704,"Blendon township, Ohio",Columbus,OH,40.099329,-82.948071,Cheers Too,['Sports Bars'],[],Sports Bars,,,False
6705,"Blendon township, Ohio",Westerville,OH,40.14708,-82.92298,Arby's,"['Fast Food', 'Sandwiches']","['pickup', 'delivery']",Fast Food,Sandwiches,,False
6706,"Blendon township, Ohio",Columbus,OH,40.0499019662053,-82.9154634460328,Panda Express,"['Chinese', 'Fast Food']","['pickup', 'delivery']",Chinese,Fast Food,,False
6707,"Blendon township, Ohio",Gahanna,OH,40.055055,-82.864233,Taco Bell,"['Fast Food', 'Mexican']",['delivery'],Fast Food,Mexican,,False
6708,"Blendon township, Ohio",Westerville,OH,40.116425,-82.92771,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6709,"Blendon township, Ohio",Columbus,OH,40.0940082,-82.9450203,Northern Woods Park,"['Parks', 'Playgrounds']",[],Parks,Playgrounds,,False
6710,"Blendon township, Ohio",Gahanna,OH,40.053379,-82.864454,Wendy's,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6711,"Blendon township, Ohio",Columbus,OH,40.0884700974116,-82.9481905326247,The Rock Pub,['Dive Bars'],[],Dive Bars,,,False
6712,"Blendon township, Ohio",Columbus,OH,40.0586084,-82.916463,Panera Bread,"['Salad', 'Soup', 'Sandwiches']",['delivery'],Salad,Soup,Sandwiches,False
6713,"Blendon township, Ohio",Westerville,OH,40.1229976862669,-82.9285879433155,Presidential Oak Grove,['Parks'],[],Parks,,,False
6714,"Blendon township, Ohio",Columbus,OH,40.08794,-82.97344,Super Seafood Buffet,"['Seafood', 'Buffets']",[],Seafood,Buffets,,False
6715,"Blendon township, Ohio",Columbus,OH,40.0597480993407,-82.9689948,Chipotle Mexican Grill,"['Mexican', 'Fast Food']",['delivery'],Mexican,Fast Food,,False
6716,"Blendon township, Ohio",Westerville,OH,40.11249,-82.89615,Johnston-McVay Park,['Parks'],[],Parks,,,False
6717,"Blendon township, Ohio",Westerville,OH,40.1104090088179,-82.9263086898048,Wendy's,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6718,"Blendon township, Ohio",Westerville,OH,40.09258,-82.93526,Global Cafe,['Cafes'],[],Cafes,,,False
6719,"Blendon township, Ohio",Westerville,OH,40.14473306,-82.94723466,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6720,"Blendon township, Ohio",Westerville,OH,40.12283,-82.92985,Anti Saloon League Museum,['Museums'],[],Museums,,,False
6721,"Blendon township, Ohio",Westerville,OH,40.0943342173722,-82.9238323,Subway,['Sandwiches'],[],Sandwiches,,,False
6722,"Blendon township, Ohio",Columbus,OH,40.060266,-82.97599,Mr Hero,"['Sandwiches', 'Burgers', 'Fast Food']","['pickup', 'delivery']",Sandwiches,Burgers,Fast Food,False
6723,"Blendon township, Ohio",Columbus,OH,40.0749252493542,-82.8566799940286,Tropical Smoothie Cafe,"['Juice Bars & Smoothies', 'Wraps', 'Sandwiches']",[],Juice Bars & Smoothies,Wraps,Sandwiches,False
6724,"Blendon township, Ohio",Westerville,OH,40.0789,-82.88339,Blendon Frisbee Golf,['Golf'],[],Golf,,,False
6725,"Blendon township, Ohio",Columbus,OH,40.0561847845978,-82.8628408117288,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,False
6726,"Blendon township, Ohio",Columbus,OH,40.0370137066292,-82.9616129504029,Captain D's,"['Seafood', 'Fast Food', 'American (Traditional)']","['pickup', 'delivery']",Seafood,Fast Food,American (Traditional),False
6727,"Blendon township, Ohio",Westerville,OH,40.1253396429576,-82.9446503520012,First Responders Park,['Parks'],[],Parks,,,False
6728,"Blendon township, Ohio",Westerville,OH,40.112216,-82.925862,Jack Ruby’s Barbecue Company,"['Barbeque', 'Food Stands']",[],Barbeque,Food Stands,,False
6729,"Blendon township, Ohio",Westerville,OH,40.147967,-82.926678,Burger King,"['Fast Food', 'Burgers']",['delivery'],Fast Food,Burgers,,False
6730,"Blendon township, Ohio",Columbus,OH,40.0314324,-82.9097503,Sonic Drive-In,"['Fast Food', 'Burgers', 'Ice Cream & Frozen Yogurt']",[],Fast Food,Burgers,Ice Cream & Frozen Yogurt,False
6731,"Blendon township, Ohio",Columbus,OH,40.08746,-82.97556,Rally's,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6732,"Blendon township, Ohio",Columbus,OH,40.05569,-82.86309,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6733,"Blendon township, Ohio",Columbus,OH,40.080141,-82.851581,Chili’s,"['Tex-Mex', 'American (Traditional)']",[],Tex-Mex,American (Traditional),,False
6734,"Blendon township, Ohio",Westerville,OH,40.143341,-82.923732,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6735,"Blendon township, Ohio",Columbus,OH,40.049617767334,-82.9366226196289,Champions Golf Course,['Golf'],[],Golf,,,False
6736,"Blendon township, Ohio",Columbus,OH,40.0229301,-82.8825912,Gahanna Golf Course,['Golf'],[],Golf,,,False
6737,"Blendon township, Ohio",Columbus,OH,40.06053,-82.96149,Arby's,"['Fast Food', 'Sandwiches']","['pickup', 'delivery']",Fast Food,Sandwiches,,False
6738,"Blendon township, Ohio",Columbus,OH,40.0636787414551,-82.8636322021484,Tim Hortons,['Cafes'],"['pickup', 'delivery']",Cafes,,,False
6739,"Blendon township, Ohio",Westerville,OH,40.1132245020199,-82.927299179432,Subway,['Sandwiches'],"['pickup', 'delivery']",Sandwiches,,,False
6740,"Blendon township, Ohio",Gahanna,OH,40.0446930663257,-82.8843056918547,Woodside Green Park,"['Parks', 'Fishing', 'Playgrounds']",[],Parks,Fishing,Playgrounds,False
6741,"Blendon township, Ohio",Columbus,OH,40.085598,-82.957169,Baskin-Robbins,['Ice Cream & Frozen Yogurt'],['delivery'],Ice Cream & Frozen Yogurt,,,False
6742,"Blendon township, Ohio",Columbus,OH,40.0859336401935,-82.9614289180245,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,False
6743,"Blendon township, Ohio",Westerville,OH,40.123578,-82.947707,McDonald's,"['Burgers', 'Fast Food', 'Coffee & Tea']",['delivery'],Burgers,Fast Food,Coffee & Tea,False
6744,"Blendon township, Ohio",Columbus,OH,40.0388765,-82.8748301,More Than Soul Food,"['Seafood', 'Food Trucks']",[],Seafood,Food Trucks,,False
6745,"Blendon township, Ohio",Columbus,OH,40.08825,-82.97436,Fitzwilly's Pub,['Pubs'],[],Pubs,,,False
6746,"Blendon township, Ohio",Columbus,OH,40.060496,-82.963207,Wendy's,"['Fast Food', 'Burgers']",['delivery'],Fast Food,Burgers,,False
6747,"Blendon township, Ohio",Westerville,OH,40.1299435,-82.9480125,Heritage Park,['Parks'],[],Parks,,,False
6748,"Blendon township, Ohio",New Albany,OH,40.0819114,-82.82249,City Barbeque,"['American (Traditional)', 'Barbeque']","['pickup', 'delivery']",American (Traditional),Barbeque,,False
6749,"Blendon township, Ohio",Westerville,OH,40.114261,-82.944951,Bryden Bistro,['Cafes'],[],Cafes,,,False
6750,"Blendon township, Ohio",Columbus,OH,40.08555,-82.95157,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6751,"Blendon township, Ohio",Columbus,OH,40.09858,-82.8526,Taquiando,"['Food Trucks', 'Mexican']",[],Food Trucks,Mexican,,False
6752,"Blendon township, Ohio",Gahanna,OH,40.051672220308,-82.867380913797,Subway,['Sandwiches'],"['pickup', 'delivery']",Sandwiches,,,False
6753,"Blendon township, Ohio",Westerville,OH,40.1478348798593,-82.9225949141672,Subway,['Sandwiches'],"['pickup', 'delivery']",Sandwiches,,,False
6754,"Blendon township, Ohio",Columbus,OH,40.08558,-82.95709,Dunkin',"['Donuts', 'Coffee & Tea']",['delivery'],Donuts,Coffee & Tea,,False
6755,"Blendon township, Ohio",Columbus,OH,40.0827,-82.94487,Donatos Pizza,['Pizza'],['delivery'],Pizza,,,False
6756,"Blendon township, Ohio",Westerville,OH,40.105085,-82.909479,huber village park,['Parks'],[],Parks,,,False
6757,"Blendon township, Ohio",Columbus,OH,40.08237,-82.947473,El Sabor de mi Tierra - Restaurante Salvadoreño,['Salvadoran'],['delivery'],Salvadoran,,,False
6758,"Blendon township, Ohio",Columbus,OH,40.031864,-82.96434,Calanley Restaurant,['African'],['delivery'],African,,,False
6759,"Blendon township, Ohio",Columbus,OH,40.05464,-82.9538199,Ethiopia & Somalia Restaurant,"['Ethiopian', 'Somali']",[],Ethiopian,Somali,,False
6760,"Blendon township, Ohio",Westerville,OH,40.1490402,-82.9222946,Domino's Pizza,"['Pizza', 'Chicken Wings', 'Sandwiches']",[],Pizza,Chicken Wings,Sandwiches,False
6761,"Blendon township, Ohio",Gahanna,OH,40.03734,-82.86585,Sexton's Pizza,"['Pizza', 'Salad']",[],Pizza,Salad,,False
6762,"Blendon township, Ohio",Westerville,OH,40.1103312778822,-82.9508159650381,Tim Hortons,"['Coffee & Tea', 'Bakeries']","['pickup', 'delivery']",Coffee & Tea,Bakeries,,False
6763,"Blendon township, Ohio",Columbus,OH,40.08352,-82.95191,Silwadi Bakery,['Bakeries'],[],Bakeries,,,False
6764,"Blendon township, Ohio",Columbus,OH,40.061758,-82.974397,Papa John's Pizza,['Pizza'],['delivery'],Pizza,,,False
6765,"Blendon township, Ohio",Columbus,OH,40.1011666,-82.9499809,Bunny & Michelle's Brats & Such,"['Food Trucks', 'Burgers', 'Sandwiches']",['delivery'],Food Trucks,Burgers,Sandwiches,False
6766,"Blendon township, Ohio",Columbus,OH,40.037729,-82.9610484,Safari Coffee House,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6767,"Blendon township, Ohio",Columbus,OH,40.0316183,-82.9105349,Tim Horton's,"['Breakfast & Brunch', 'Sandwiches']","['pickup', 'delivery']",Breakfast & Brunch,Sandwiches,,False
6768,"Blendon township, Ohio",Columbus,OH,40.0224571,-82.9633713,China Chef,['Chinese'],['delivery'],Chinese,,,False
6769,"Blendon township, Ohio",Columbus,OH,40.0548424621616,-82.865319936788,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Wings,Chicken Shop,False
6770,"Blendon township, Ohio",Columbus,OH,40.0389447,-82.9622942,Popeyes Louisiana Kitchen,"['Chicken Wings', 'Fast Food']",['delivery'],Chicken Wings,Fast Food,,False
6771,"Blendon township, Ohio",Columbus,OH,40.0318,-82.970415,Portofino Pizza,['Pizza'],"['delivery', 'pickup']",Pizza,,,False
6772,"Blendon township, Ohio",Westerville,OH,40.084713,-82.8968401866262,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6773,"Blendon township, Ohio",Columbus,OH,40.05029,-82.915417,Sbarro,"['Pizza', 'Italian']","['delivery', 'pickup']",Pizza,Italian,,False
6774,"Blendon township, Ohio",Columbus,OH,40.1414591037491,-82.9661716427654,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,False
6775,"Blendon township, Ohio",Westerville,OH,40.108225,-82.927487,Starbucks,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6776,"Blendon township, Ohio",Westerville,OH,40.116158,-82.905636,Highlands Park,"['Parks', 'Swimming Pools']",[],Parks,Swimming Pools,,False
6777,"Blendon township, Ohio",Lewis Center,OH,40.158396,-82.958221,Julia's Cakes,"['Bakeries', 'Custom Cakes', 'Cupcakes']",[],Bakeries,Custom Cakes,Cupcakes,False
6778,"Blendon township, Ohio",Columbus,OH,40.14167,-82.92521,Kelly's Cakery,"['Desserts', 'Custom Cakes', 'Cupcakes']",[],Desserts,Custom Cakes,Cupcakes,False
6779,"Blendon township, Ohio",Columbus,OH,40.0983024426282,-82.9501542448998,Taqueria El Cimarron,"['Food Trucks', 'Tacos']",['delivery'],Food Trucks,Tacos,,False
6780,"Blendon township, Ohio",Columbus,OH,40.04822,-82.95551,Nonato's Kitchen,"['Mexican', 'Food Trucks']",[],Mexican,Food Trucks,,False
6781,"Blendon township, Ohio",Columbus,OH,40.0768465,-82.95134,La Campina,['Bakeries'],[],Bakeries,,,False
6782,"Blendon township, Ohio",Columbus,OH,39.9621887207031,-82.9969635009766,Redwood Wagon,"['Food Trucks', 'Desserts', 'Waffles']",[],Food Trucks,Desserts,Waffles,False
6783,"Blendon township, Ohio",Columbus,OH,40.03217,-82.97644,Donatos Pizza,['Pizza'],['delivery'],Pizza,,,False
6784,"Blendon township, Ohio",Columbus,OH,40.0491331586215,-82.91533874738,Barnes & Noble Cafe,['Cafes'],[],Cafes,,,False
6785,"Blendon township, Ohio",Columbus,OH,40.0622839,-82.9628679,8 Ball Sports Bar & Billiards,"['Pool Halls', 'Sports Bars']",[],Pool Halls,Sports Bars,,False
6786,"Blendon township, Ohio",Columbus,OH,40.08352,-82.95191,Lazeeza Mediterranean Restaurant & Cafe,['Middle Eastern'],[],Middle Eastern,,,False
6787,"Blendon township, Ohio",Westerville,OH,40.09539,-82.92494,Tim Horton's,"['Coffee & Tea', 'Donuts', 'Fast Food']",['delivery'],Coffee & Tea,Donuts,Fast Food,False
6788,"Blendon township, Ohio",Columbus,OH,40.0588659992976,-82.9382281377912,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6789,"Blendon township, Ohio",Columbus,OH,40.14567,-82.96247,Tim Hortons,"['Coffee & Tea', 'Bakeries']","['delivery', 'pickup']",Coffee & Tea,Bakeries,,False
6790,"Blendon township, Ohio",Columbus,OH,40.05071,-82.9206,Buffalo Wild Wings,"['Sports Bars', 'American (Traditional)', 'Chicken Wings']",['delivery'],Sports Bars,American (Traditional),Chicken Wings,False
6791,"Blendon township, Ohio",Columbus,OH,40.05926,-82.96001,Hoda Stars Restaurant,['African'],[],African,,,False
6792,"Blendon township, Ohio",Columbus,OH,40.08647,-82.9514506903027,Subway,['Sandwiches'],[],Sandwiches,,,False
6793,"Blendon township, Ohio",Columbus,OH,40.0523125032389,-82.9145335336263,American Girl Bistro,['American (Traditional)'],[],American (Traditional),,,False
6794,"Blendon township, Ohio",Columbus,OH,39.94196,-83.10036,Royal Burger,"['Food Trucks', 'Burgers']","['delivery', 'pickup']",Food Trucks,Burgers,,False
6795,"Blendon township, Ohio",Columbus,OH,40.0600938947527,-82.9700113320645,Tim Hortons,['American (New)'],"['delivery', 'pickup']",American (New),,,False
6796,"Blendon township, Ohio",Westerville,OH,40.1442278,-82.9563649,The Original Pancake House,"['Breakfast & Brunch', 'Waffles', 'Creperies']","['delivery', 'pickup']",Breakfast & Brunch,Waffles,Creperies,False
6797,"Blendon township, Ohio",Gahanna,OH,40.05522,-82.88489,Honey Baked Ham Company,"['Meat Shops', 'Delis', 'Sandwiches']",['delivery'],Meat Shops,Delis,Sandwiches,False
6798,"Blendon township, Ohio",Westerville,OH,40.1443799,-82.9150896,Melissa's Incredible Edibles,['Bakeries'],[],Bakeries,,,False
6799,"Blendon township, Ohio",Westerville,OH,40.1495230276353,-82.9228245362174,McDonald's,"['Fast Food', 'Burgers', 'Coffee & Tea']",['delivery'],Fast Food,Burgers,Coffee & Tea,False
6800,"Blendon township, Ohio",Columbus,OH,40.09858,-82.8526,Kooky's Cookies Food Truck,"['Desserts', 'Food Trucks']",[],Desserts,Food Trucks,,False
6801,"Blendon township, Ohio",Westerville,OH,40.147126,-82.921346,Wendy's,"['Fast Food', 'Burgers']",['delivery'],Fast Food,Burgers,,False
6802,"Blendon township, Ohio",Columbus,OH,40.031516,-82.963641,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Wings,Chicken Shop,False
6803,"Blendon township, Ohio",Columbus,OH,40.08597,-82.96353,African Touch,['African'],"['delivery', 'pickup']",African,,,False
6804,"Blendon township, Ohio",Columbus,OH,40.059558,-82.9634845,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Wings,Chicken Shop,False
6805,"Blendon township, Ohio",Columbus,OH,40.059332,-82.9545759,Rosie O' Grady's Nightclub,['Lounges'],['delivery'],Lounges,,,False
6806,"Blendon township, Ohio",Columbus,OH,40.0755131373946,-82.9669789,Dairy Queen,"['Ice Cream & Frozen Yogurt', 'Fast Food']",['delivery'],Ice Cream & Frozen Yogurt,Fast Food,,False
6807,"Blendon township, Ohio",Gahanna,OH,40.034568,-82.899431,Sunpoint Park,['Parks'],[],Parks,,,False
6808,"Blendon township, Ohio",Gahanna,OH,40.05413,-82.84347,Donatos Pizza,['Pizza'],['delivery'],Pizza,,,False
6809,"Blendon township, Ohio",Columbus,OH,40.0401192,-82.935173,Innis Park,['Parks'],[],Parks,,,False
6810,"Blendon township, Ohio",Pickerington,OH,39.9244,-82.78108,Moon Mountain BBQ,"['Food Trucks', 'Barbeque']",[],Food Trucks,Barbeque,,False
6811,"Blendon township, Ohio",Westerville,OH,40.140892,-82.918411,Hoff Woods Park,['Parks'],[],Parks,,,False
6812,"Blendon township, Ohio",Colombus,OH,40.0602054,-82.9157218,Papa John's Pizza,['Pizza'],['delivery'],Pizza,,,False
6813,"Blendon township, Ohio",Columbus,OH,40.08621,-82.958056,Taco Bell,"['Fast Food', 'Mexican']",['delivery'],Fast Food,Mexican,,False
6814,"Blendon township, Ohio",Columbus,OH,40.0864107656011,-82.9734770846558,KFC,"['Fast Food', 'Chicken Wings', 'Chicken Shop']","['delivery', 'pickup']",Fast Food,Chicken Wings,Chicken Shop,False
6815,"Blendon township, Ohio",Columbus,OH,40.03617667,-82.964672,Sabor Boricua Bakery,"['Bakeries', 'Desserts', 'Breakfast & Brunch']",[],Bakeries,Desserts,Breakfast & Brunch,False
6816,"Blendon township, Ohio",Columbus,OH,40.0659144,-82.9618715,Northtowne Park,['Parks'],[],Parks,,,False
6817,"Blendon township, Ohio",Johnstown,OH,40.1396308,-82.7202333,Maddies Mean Meats,"['Food Trucks', 'Barbeque']",[],Food Trucks,Barbeque,,False
6818,"Blendon township, Ohio",Columbus,OH,40.0849176943302,-82.9754977673292,Sabor  Latino,"['Bakeries', 'Cafes']",['delivery'],Bakeries,Cafes,,False
6819,"Blendon township, Ohio",Columbus,OH,40.048244,-82.864738,Baskin-Robbins,['Ice Cream & Frozen Yogurt'],['delivery'],Ice Cream & Frozen Yogurt,,,False
6820,"Blendon township, Ohio",Columbus,OH,40.08575,-82.9475,Alby's Bakery,['Bakeries'],[],Bakeries,,,False
6821,"Blendon township, Ohio",Columbus,OH,40.14026,-82.97714,Wendy's,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6822,"Blendon township, Ohio",Gahanna,OH,40.044359,-82.899028,Ambassador Commons Park,['Parks'],[],Parks,,,False
6823,"Blendon township, Ohio",Columbus,OH,40.088274,-82.949639,Little Caesars Pizza,['Pizza'],[],Pizza,,,False
6824,"Blendon township, Ohio",Westerville,OH,40.120465935238,-82.9311749890695,Hannah Mayne Park,"['Parks', 'Playgrounds']",[],Parks,Playgrounds,,False
6825,"Blendon township, Ohio",Columbus,OH,40.0594899,-82.86395,Domino's Pizza,"['Pizza', 'Sandwiches', 'Chicken Wings']",[],Pizza,Sandwiches,Chicken Wings,False
6826,"Blendon township, Ohio",Columbus,OH,40.0960475,-82.9747966,Sticky Fingers Foods,"['Hot Dogs', 'Pretzels', 'Sandwiches']",[],Hot Dogs,Pretzels,Sandwiches,False
6827,"Blendon township, Ohio",Hilliard,OH,40.02796,-83.1188899,Demo's Grille,"['Food Trucks', 'Hot Dogs', 'Mediterranean']",['delivery'],Food Trucks,Hot Dogs,Mediterranean,False
6828,"Blendon township, Ohio",Westerville,OH,40.1491013,-82.9230499,Tim Hortons,['Coffee & Tea'],['delivery'],Coffee & Tea,,,False
6829,"Blendon township, Ohio",Columbus,OH,40.0402,-82.96179,Long John Silver's,"['Seafood', 'Fast Food']",[],Seafood,Fast Food,,False
6830,"Blendon township, Ohio",Columbus,OH,40.0634957948337,-82.9254962550171,Parkridge Park,['Parks'],[],Parks,,,False
6831,"Blendon township, Ohio",Westerville,OH,40.135674,-82.949702,Westerville Sports Complex,['Parks'],[],Parks,,,False
6832,"Blendon township, Ohio",Westerville,OH,40.0852896,-82.9274711,Casto Park,['Parks'],[],Parks,,,False
6833,"Blendon township, Ohio",Columbus,OH,40.086427,-82.971547,Burger King,"['Burgers', 'Fast Food']",['delivery'],Burgers,Fast Food,,False
6834,"Blendon township, Ohio",Columbus,OH,40.0353674,-82.965893,Hamdi Grill,['African'],['delivery'],African,,,False
6835,"Blendon township, Ohio",Columbus,OH,40.07745,-82.96697,Donatos Pizza,['Pizza'],['delivery'],Pizza,,,False
6836,"Blendon township, Ohio",Columbus,OH,40.061821,-82.971337,China Buffet,['Chinese'],['delivery'],Chinese,,,False
6837,"Blendon township, Ohio",Columbus,OH,40.0635793506727,-82.8404921862552,Thompson Park,"['Playgrounds', 'Parks']",[],Playgrounds,Parks,,False
6838,"Blendon township, Ohio",Westerville,OH,40.1323392925932,-82.9081117121813,Towers Park,['Parks'],[],Parks,,,False
6839,"Blendon township, Ohio",Columbus,OH,40.07106,-82.94407,Waltham Woods Park,['Parks'],[],Parks,,,False
6840,"Blendon township, Ohio",Columbus,OH,40.066175785785,-82.862026215293,Subway,['Sandwiches'],[],Sandwiches,,,False
6841,"Blendon township, Ohio",Columbus,OH,40.08585,-82.96072,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6842,"Blendon township, Ohio",Columbus,OH,40.1100916,-82.950208,Subway,['Sandwiches'],[],Sandwiches,,,False
6843,"Blendon township, Ohio",Westerville,OH,40.1440654,-82.9579273,Jimmy John's,"['Sandwiches', 'Fast Food', 'Delis']",[],Sandwiches,Fast Food,Delis,False
6844,"Blendon township, Ohio",Columbus,OH,40.0482216,-82.955513,La Michoacana,"['Grocery', 'Mexican']",['delivery'],Grocery,Mexican,,False
6845,"Blendon township, Ohio",Columbus,OH,40.0722558537781,-82.9186258206543,Strawberry Farms Park,['Parks'],[],Parks,,,False
6846,"Blendon township, Ohio",Columbus,OH,39.9835086904382,-82.959005869925,Arepa Picante,"['Food Trucks', 'Mexican', 'Venezuelan']","['delivery', 'pickup']",Food Trucks,Mexican,Venezuelan,False
6847,"Blendon township, Ohio",Columbus,OH,40.0598575613413,-82.9737019193202,Taco Bell,"['Fast Food', 'Mexican']",['delivery'],Fast Food,Mexican,,False
6848,"Blendon township, Ohio",Columbus,OH,40.032,-82.91126,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6849,"Blendon township, Ohio",Columbus,OH,40.05232,-82.91903,Tropical Smoothie Cafe,"['Juice Bars & Smoothies', 'Sandwiches']","['delivery', 'pickup']",Juice Bars & Smoothies,Sandwiches,,False
6850,"Blendon township, Ohio",Columbus,OH,40.08055,-82.958272,Granville Park,['Parks'],[],Parks,,,False
6851,"Blendon township, Ohio",Westerville,OH,40.095585,-82.925951,Speedway,"['Gas Stations', 'Convenience Stores', 'Coffee & Tea']",[],Gas Stations,Convenience Stores,Coffee & Tea,False
6852,"Blendon township, Ohio",Columbus,OH,40.0501019507647,-82.9289721697569,Fields at Easton,['Parks'],[],Parks,,,False
